contrast,zscore_obs,zscore_p,rank_obs,rank_p
lrrk2·Endolysosomal,-0.0739624665354179,0.028194361127774445,-0.007093345605050816,0.5318936212757448
lrrk2·Astrocyte_reactivity,-0.06587764516757172,0.020995800839832032,-0.0119691563331763,0.0649870025994801
