design,L0,mde_median,mde_lo,mde_hi
Cfap410_obs,20,0.14201341915621915,0.13516896780437007,0.14894557269115646
Cfap410_obs,40,0.15520348460753158,0.14713651605876554,0.16286642307232171
Cfap410_obs,80,0.15477336519532536,0.14707774590605188,0.16299364819868822
Lrrk2_obs,20,0.17232072171217946,0.16369601227779085,0.18075272667523842
Lrrk2_obs,40,0.17804461074085645,0.16930793408801506,0.18565105444268992
Lrrk2_obs,80,0.1875773375856779,0.17703231013344126,0.1979131432981534
